"Code has been verified please move to the next step","Mã đã được xác nhận, xin hãy chuyển sang bước tiếp theo"
"I'm LANEIGE","《I'm LANEIGE》"
"Privacy Policy","Chính sách riêng tư"
"UGCT&C","UGCT&C"
"Terms&Conditions","Điều khoản & điều kiện"
"All Ingredients / Precautions","Thành phần/Lưu ý khi sử dụng"
"Brand","Hiểu về Laneige"
"Best & New","Tin tức nóng"
"Skincare","Chăm sóc da mặt"
"Make-Up","Trang điểm hàn quốc"
"Homme","Chăm sóc nam giới"
"Event",""Sự kiện"
"Events","SỰ KIỆN",module,Magento_CatalogEvent
"No Event found!","Không Tìm Thấy Sự Kiện"
"After the package is sent, you will receive an email asking for the latest order status via the order link in the email.","Sau khi gói hàng được gửi đi, bạn sẽ nhận được một email hỏi về tình trạng đặt hàng mới nhất thông qua liên kết đặt hàng trong email."
"You have %points_balance points that may be used in %store_name:","Bạn có %points_balance points có thể được dùng trong %store_name:"
"Go to shopping cart","MUA NGAY"
"Please select a city, city or district","Xin hãy chọn một thành phố, thành phố hoặc quận"
"New admin user '%user_name' created %store_name","Người dùng quản trị mới '%user_name' đã tạo ra %store_name"
"Order Date:","Ngày đặt hàng:"
"0 items in wish list","0 mục trong wish list"
"Thank you, we will contact you as soon as possible!","Cảm ơn, chúng tôi sẽ liên lạc với bạn sớm nhất có thể!"
"Order Details","Chi tiết về đơn đặt hàng"
"Return request","Yêu cầu trả lại"
"Return Comments","Trả lời bình luận"
"Return order number","Số hiệu lệnh trả lại"
"Dear customer, we have received your return request! We'll do it.","Thưa quý khách, chúng tôi đã nhận được yêu cầu trả lại của quý khách! Chúng tôi sẽ làm."
"event closed","Các sự kiện trước đây"
"View More","Xem thêm"
"Ship here","Vận chuyển đến đây"
"Thank you for your support, Your order has been established, shopping clearly.The details are as follows.","Cảm ơn sự ủng hộ của bạn, đơn đặt hàng của bạn đã được thiết lập, mua sắm rõ ràng.Các chi tiết như sau."
"The goods you ordered have been shipped.","Hàng hóa bạn đặt đã được vận chuyển."
"Dear Customer, we have received your request for return of goods. We will carry out our internal examination work later. Upon completion of the review, you will receive a short notice of the Superman Return Code.","Thưa quý khách, chúng tôi đã nhận được yêu cầu trả lại hàng của quý vị. Chúng tôi sẽ tiến hành kiểm tra nội bộ sau. Sau khi hoàn thành việc xem xét, bạn sẽ nhận được một thông báo ngắn về mã trở lại của Siêu Nhân."
"Please pay attention to the newsletter and return it to the supermarket within three days after receiving the newsletter. If you do not receive the news in more than three days, you can email us at <a href=""mailto:%store_email"">%store_email</a>","Vui lòng chú ý đến bản tin và trả lại cho siêu thị trong vòng ba ngày sau khi nhận được bản tin. Nếu bạn không nhận được tin tức trong hơn ba ngày, bạn có thể email cho chúng tôi tại <a href=""mailto:%store_email"">%store_email</a>"
"Shipping Charge","Phí vận chuyển"
"Waiting for a refund","Đợi hoàn tiền"
"Join the Laneige LINE official account","Tham gia vào tài khoản chính thức của Laneige"
"You can enquire about your point information!","Bạn có thể hỏi về thông tin chính của bạn!"
"Find a store","Tìm cửa hàng"
"Add to Wish List","Đã thích"
"Edit/Remove","Biên tập/Loại bỏ"
"New/Edit Address","Tạo địa chỉ mới/ chỉnh sửa"
"Thank you for your subscription to the latest news on %store_name.","Cảm ơn bạn đã đăng ký tin tức mới nhất về %store_name."
"You have successfully subscribed to the latest news from %store_name.","Bạn đã đăng ký thành công tin tức mới nhất từ %store_name."
"You have successfully cancelled the latest news from %store_name.","Bạn đã hủy thông tin mới nhất từ %store_name."
"View / Order","Xem/đặt hàng"
"Recipient Information","Thông tin của người nhận"
"Please make sure that the name and correct number on your ID card are filled in so that you won't be able to collect the goods!","Vui lòng đảm bảo rằng tên và số điện thoại chính xác trên thẻ chứng minh nhân dân của bạn được điền vào để bạn không thể nhận được hàng hóa!"
"Save in address book","Lưu vào sổ địa chỉ"
"Ship here","Vận chuyển đến đây"
"My Dashboard","Tài khoản của tôi"
"Contact Form","Hình thức liên lạc"
"Your %store_name order has shipped","Đơn hàng %store_name của bạn đã được vận chuyển"
"Your package has been shipped and you may contact us at any time if you have any questions.","Gói hàng của bạn đã được vận chuyển và bạn có thể liên lạc với chúng tôi bất cứ lúc nào nếu bạn có bất kỳ thắc mắc nào."
"Customer <a href=""mailto:%store_email"">%store_email</a>","Khách hàng <a href=""mailto:%store_email"">%store_email</a>"
"or call <a href=""tel:%store_phone"">%store_phone</a>","hoặc gọi điện thoại đến <a href=""tel:%store_phone"">%store_phone</a>"
"Customer Service Centre Service Hours <span class=""no-link"">%store_hours</span>.","Thời gian dịch vụ trung tâm dịch vụ khách hàng <span class=""no-link"">%store_hours</span>"
"Shipped By","Người gửi hàng"
"Tracking Number","Số theo dõi"
"Billing Info","Thông tin hoá đơn"
"The requested qty is not available","Không có Qty yêu cầu"
"This product is out of stock.","Sản phẩm này hết hàng."
"This product(s) is out of stock.","Sản phẩm này hết hàng."
"And get more shopping feedback.","Và nhận được nhiều phản hồi về việc"
"join a member","Đăng ký thành viên "
"Shopping using non-members will not be able to get member rights and distribution information to suggest that you","Bạn sẽ không thể theo dõi thông tin đơn hàng nếu không phải là thành viên. Hãy"
"first."," để theo dõi đơn hàng."
"Be sure to fill out the name on your ID card in case you can't collect the goods","Hãy chắc chắn điền tên vào thẻ căn cước của bạn trong trường hợp bạn không thể nhận được hàng hoá"
"Non-member order can only be checked.If you are already a <a href=""%1"">member</a>, please check the progress of my order after signing up.","Hãy trở thành <a href=""%1"">Thành viên</a> của Laneige để kiểm tra tiến độ đặt hàng"
"Billing Last Name","Họ và tên"
"Create a card with a credit card","Tạo một tấm thẻ bằng thẻ tín dụng"
"Join LINE's official account for the latest membership news.","Hãy trở là thành viên của Laneige để nhận được những ưu đãi hấp dẫn nhất ! "
"The system will automatically grant bonus points!","hệ thống sẽ tự động cho điểm thưởng."
"Within 7 working days of the completion of the shipment of the order and the receipt of the order by the consumer","Trong vòng 7 ngày từ khi nhận được đơn đặt hàng,"
Hướng dẫn chi nhánh,Danh Sách Cửa Hàng
"Integration Points","Điểm thưởng"
"Integration Points","Điểm Tích Lũy"
"Customer Points","Điểm Thưởng"
"Customer Points Info is not Exist.","Hiện tại bạn chưa có điểm thưởng."
"Introduction of Membership Program","Chương trình khách hàng thân thiết LANEIGE"
"History of Redemption","Lịch sử đổi điểm thưởng"
"History of Point Reward","Lịch sử nhận điểm thưởng"
